id,Country,Year,DiseaseName,DiseaseCategory,PrevalenceRate,IncidenceRate,MortalityRate,AgeGroup,Gender,PopulationAffected,HealthcareAccess,DoctorsPer1000,HospitalBedsPer1000,TreatmentType,AverageTreatmentCost,AvailabilityOfVaccinesTreatment,RecoveryRate,DALYs,ImprovementIn5Years,PerCapitaIncome,EducationIndex,UrbanizationRate
11953,China,2001,Cancer,Cardiovascular,5.73,2.39,7.15,36-60,Other,282928,63.44,0.55,3.99,Vaccination,48751.0,No,77.28,1918.0,9.88,50143.0,0.78,65.77
11958,Nigeria,2001,Rabies,Respiratory,16.61,5.69,9.15,61+,Male,547940,51.29,3.04,8.39,Surgery,22942.0,Yes,72.61,4596.0,3.59,89392.0,0.46,78.77
11961,South Africa,2020,HIV/AIDS,Autoimmune,11.56,2.05,2.48,19-35,Female,620844,67.1,3.02,9.0,Therapy,4771.0,Yes,70.78,3736.0,0.74,70122.0,0.88,45.22
11968,Russia,2013,Alzheimer's Disease,Respiratory,2.8,2.65,5.8,19-35,Female,926906,69.4,3.85,3.19,Surgery,8112.0,Yes,61.12,4642.0,0.54,97525.0,0.85,73.58
11970,India,2015,Influenza,Parasitic,14.8,8.03,8.14,0-18,Other,122567,89.89,1.77,7.07,Vaccination,25884.0,No,57.68,4305.0,0.07,95605.0,0.79,46.97
11974,USA,2016,Asthma,Infectious,18.52,7.87,4.77,19-35,Other,273794,64.34,3.69,8.35,Therapy,13204.0,Yes,54.38,2816.0,4.04,68102.0,0.82,41.31
11975,Saudi Arabia,2005,Alzheimer's Disease,Neurological,0.44,8.23,7.67,0-18,Female,838333,87.56,1.66,7.19,Medication,15377.0,No,62.18,1979.0,4.92,88508.0,0.73,52.85
11984,France,2004,Cancer,Bacterial,6.02,6.25,2.18,61+,Other,537878,99.77,0.77,9.56,Vaccination,17235.0,Yes,70.18,4111.0,6.93,87959.0,0.83,60.33
11988,UK,2002,Dengue,Infectious,2.39,1.71,3.36,61+,Male,64932,50.62,3.9,8.62,Therapy,25740.0,No,57.93,3330.0,8.16,59890.0,0.8,27.91
11989,Germany,2018,Malaria,Viral,8.09,10.13,3.36,0-18,Female,892313,51.38,1.84,9.43,Medication,19968.0,Yes,59.09,1703.0,8.84,85994.0,0.7,56.28
11991,UK,2014,HIV/AIDS,Neurological,13.46,7.57,3.82,36-60,Other,37100,76.02,3.77,5.72,Surgery,31761.0,Yes,52.94,4186.0,5.06,36290.0,0.63,36.24
11994,Indonesia,2003,Measles,Neurological,4.97,10.54,3.57,36-60,Male,868169,57.96,1.28,3.33,Surgery,3584.0,No,78.46,3372.0,3.52,39062.0,0.81,40.65
11998,Italy,2007,Tuberculosis,Viral,8.65,6.29,1.81,0-18,Female,375306,74.42,4.8,8.87,Therapy,8535.0,No,64.99,3743.0,2.66,92823.0,0.68,34.77
12000,Nigeria,2005,Measles,Respiratory,8.62,0.54,8.35,61+,Other,793015,95.28,3.65,8.8,Therapy,44167.0,No,65.89,4314.0,6.91,33864.0,0.54,72.5
12006,Australia,2004,Asthma,Metabolic,6.42,12.45,3.62,36-60,Female,941315,68.71,2.24,5.21,Vaccination,22406.0,No,83.93,527.0,4.49,89732.0,0.66,40.74
12008,Indonesia,2024,Hypertension,Infectious,9.95,11.77,3.63,19-35,Female,804332,82.43,2.17,9.9,Therapy,12385.0,Yes,77.51,3038.0,4.34,14822.0,0.67,53.99
12011,Canada,2004,Diabetes,Metabolic,15.33,10.62,6.85,36-60,Male,991624,92.36,4.35,0.94,Vaccination,19347.0,No,94.14,4995.0,4.06,94097.0,0.57,61.78
12012,Nigeria,2008,Influenza,Infectious,16.33,7.61,3.78,0-18,Male,155031,98.72,4.31,4.96,Medication,11448.0,Yes,71.2,136.0,3.24,51937.0,0.85,44.06
12017,Nigeria,2012,Malaria,Genetic,17.56,7.93,0.28,19-35,Male,958215,63.65,2.9,1.55,Vaccination,17917.0,No,54.33,814.0,1.32,87839.0,0.72,31.29
12018,Saudi Arabia,2021,COVID-19,Respiratory,9.42,8.71,0.65,36-60,Other,663573,92.65,1.56,2.08,Therapy,35336.0,Yes,86.95,1118.0,0.88,28803.0,0.57,69.75
12023,USA,2014,Malaria,Bacterial,4.08,8.47,3.4,19-35,Male,809471,96.07,1.52,7.85,Surgery,41646.0,Yes,88.53,2544.0,1.99,41457.0,0.53,28.31
12027,Italy,2011,Parkinson's Disease,Viral,8.07,0.83,6.86,36-60,Other,424861,93.4,3.29,3.08,Surgery,11258.0,Yes,93.53,2961.0,9.84,99265.0,0.61,42.44
12032,Canada,2001,Ebola,Infectious,15.68,11.87,2.31,0-18,Other,845690,60.28,0.82,5.05,Vaccination,12794.0,No,71.32,231.0,4.42,95355.0,0.45,87.14
12034,UK,2001,Dengue,Cardiovascular,8.21,14.56,9.95,36-60,Other,766221,98.61,3.78,3.26,Medication,20579.0,No,87.45,2413.0,6.7,79797.0,0.7,75.58
12043,USA,2010,Polio,Respiratory,19.09,3.55,2.31,36-60,Female,512286,93.26,4.49,3.09,Therapy,34317.0,Yes,93.17,2203.0,7.96,59956.0,0.49,83.62
12047,France,2001,Diabetes,Metabolic,9.5,8.53,2.34,19-35,Other,536518,73.05,2.45,8.79,Surgery,25770.0,No,89.79,392.0,2.65,51074.0,0.55,55.31
12053,Brazil,2022,Rabies,Chronic,5.76,13.05,6.99,36-60,Other,497448,54.43,3.98,0.81,Therapy,30742.0,Yes,60.28,1317.0,8.32,53607.0,0.82,25.61
12054,Brazil,2009,Measles,Infectious,9.77,13.95,4.95,19-35,Male,900025,66.2,1.74,0.93,Medication,19434.0,No,66.58,781.0,0.85,90645.0,0.84,27.78
12057,China,2018,Ebola,Genetic,11.46,1.83,1.16,36-60,Male,440936,70.48,4.79,4.52,Therapy,29460.0,No,64.0,2416.0,6.05,6182.0,0.4,69.9
12058,Turkey,2014,Leprosy,Parasitic,0.53,6.15,8.25,61+,Other,53197,72.24,4.86,9.36,Medication,22236.0,Yes,93.33,2358.0,0.17,46663.0,0.82,64.4
12059,Russia,2012,Polio,Autoimmune,0.86,11.9,9.58,19-35,Female,795699,76.38,1.64,7.28,Surgery,21359.0,No,50.59,1082.0,4.24,31480.0,0.59,86.66
12062,South Korea,2018,Alzheimer's Disease,Autoimmune,6.85,0.33,8.12,19-35,Other,116657,79.19,1.14,3.64,Vaccination,8228.0,Yes,94.2,1527.0,1.55,14823.0,0.46,33.44
12064,South Africa,2012,Cancer,Metabolic,1.86,14.79,9.74,61+,Other,794491,86.63,0.88,4.62,Vaccination,24090.0,Yes,60.6,2458.0,0.07,99287.0,0.71,70.45
12078,USA,2015,Parkinson's Disease,Genetic,7.1,5.51,1.54,61+,Female,670585,84.86,1.78,7.11,Medication,15754.0,Yes,76.17,1357.0,4.58,69145.0,0.72,38.13
12079,USA,2000,Malaria,Autoimmune,1.13,9.66,1.32,36-60,Female,149361,57.7,0.57,8.29,Medication,32031.0,Yes,87.48,3348.0,2.47,88348.0,0.44,87.05
12082,Russia,2007,Parkinson's Disease,Parasitic,8.12,3.0,2.15,0-18,Other,534611,99.15,4.66,5.6,Vaccination,15284.0,No,97.8,1235.0,1.69,1188.0,0.4,76.18
12084,Canada,2010,Cancer,Respiratory,7.35,10.87,8.45,61+,Male,23286,55.86,0.68,0.51,Surgery,13554.0,No,93.16,1102.0,5.41,80268.0,0.43,35.65
12093,UK,2023,Measles,Parasitic,2.87,10.41,7.82,0-18,Male,489633,94.26,1.08,6.16,Vaccination,38973.0,Yes,95.8,699.0,2.81,65181.0,0.47,44.3
12100,China,2024,Cancer,Genetic,12.33,5.36,0.66,19-35,Male,410728,94.04,3.06,5.6,Medication,5230.0,Yes,73.76,1199.0,1.94,36096.0,0.4,21.27
12102,USA,2024,Measles,Cardiovascular,1.66,2.58,5.22,19-35,Other,801180,79.67,2.09,7.85,Vaccination,33367.0,Yes,72.16,1147.0,9.67,67060.0,0.41,34.81
12113,South Africa,2014,Tuberculosis,Chronic,14.98,3.88,2.67,19-35,Male,475661,83.89,4.96,4.46,Therapy,20659.0,No,73.27,2340.0,2.7,98477.0,0.85,21.96
12116,India,2023,COVID-19,Genetic,8.24,0.42,8.73,19-35,Female,327955,58.25,2.37,7.49,Vaccination,11784.0,No,91.19,3848.0,2.68,18370.0,0.63,25.13
12117,Argentina,2007,Tuberculosis,Cardiovascular,12.86,1.55,4.97,19-35,Female,835011,99.49,2.82,5.58,Surgery,41967.0,No,82.06,2504.0,0.6,23206.0,0.63,23.21
12125,India,2021,Dengue,Infectious,10.8,10.39,8.1,61+,Other,274194,96.88,4.57,4.26,Surgery,49889.0,No,70.07,315.0,3.01,11877.0,0.54,27.07
12134,USA,2017,Diabetes,Bacterial,17.95,6.94,8.21,19-35,Other,54799,95.05,3.72,1.99,Vaccination,6291.0,Yes,61.22,2706.0,2.36,10121.0,0.66,74.57
12135,Canada,2016,COVID-19,Metabolic,15.15,3.14,4.65,19-35,Female,584685,68.9,1.79,3.4,Surgery,9313.0,No,71.55,2623.0,7.37,30612.0,0.43,31.67
12140,Saudi Arabia,2021,HIV/AIDS,Autoimmune,0.72,10.23,3.3,61+,Other,940927,74.05,2.93,1.66,Medication,48293.0,No,52.62,248.0,7.64,72495.0,0.51,50.38
12147,South Africa,2006,Hepatitis,Genetic,1.03,1.77,5.97,36-60,Male,18480,91.13,1.06,1.01,Therapy,3982.0,No,70.32,1527.0,7.18,15607.0,0.62,79.21
12149,Nigeria,2005,Cholera,Chronic,6.13,2.7,3.66,36-60,Other,493917,84.45,2.74,5.94,Therapy,840.0,No,78.37,2610.0,4.14,39656.0,0.59,32.25
12151,France,2000,Cholera,Respiratory,1.8,13.02,1.55,19-35,Male,595826,78.76,2.78,3.68,Surgery,3137.0,Yes,71.82,2210.0,1.07,53599.0,0.81,31.94
12153,Saudi Arabia,2008,HIV/AIDS,Chronic,9.47,3.15,7.76,19-35,Other,716498,90.93,4.64,3.79,Therapy,9191.0,No,63.85,147.0,4.72,76178.0,0.65,24.91
12155,Germany,2009,Dengue,Neurological,8.85,12.79,6.66,36-60,Other,824657,99.28,3.95,2.86,Therapy,1718.0,No,95.26,4822.0,5.94,59431.0,0.63,23.5
12160,Russia,2018,Cholera,Respiratory,18.24,2.21,6.65,19-35,Female,268395,71.67,4.27,2.93,Surgery,761.0,No,65.59,1399.0,9.72,2952.0,0.77,71.48
12163,Mexico,2003,Leprosy,Metabolic,9.11,9.94,2.9,61+,Female,396277,80.43,1.89,3.39,Surgery,618.0,Yes,59.67,1157.0,1.42,96719.0,0.43,88.12
12168,Saudi Arabia,2019,Dengue,Infectious,9.18,8.99,7.87,36-60,Female,671197,93.0,2.26,8.9,Vaccination,11480.0,No,81.14,654.0,0.21,76336.0,0.52,24.42
12176,China,2006,Malaria,Cardiovascular,7.4,6.42,7.25,36-60,Female,156045,57.32,4.59,7.01,Therapy,34424.0,Yes,60.58,4306.0,6.56,15697.0,0.9,56.6
12178,Saudi Arabia,2022,Hepatitis,Viral,7.43,4.01,9.5,0-18,Female,567870,64.12,3.64,8.8,Vaccination,14283.0,No,81.34,3585.0,7.22,14131.0,0.78,54.77
12182,Germany,2019,Diabetes,Infectious,2.64,1.86,9.24,0-18,Female,330575,84.41,2.3,5.98,Therapy,45132.0,Yes,66.87,3143.0,3.93,69827.0,0.68,70.39
12183,Japan,2008,Influenza,Infectious,11.33,0.94,0.82,36-60,Female,993731,80.5,4.92,5.12,Vaccination,24451.0,Yes,82.62,3805.0,8.12,62979.0,0.57,64.52
12187,South Africa,2003,HIV/AIDS,Bacterial,17.84,4.5,1.63,61+,Male,217041,73.59,4.37,2.86,Surgery,2521.0,No,52.77,334.0,2.47,47239.0,0.87,77.96
12198,Indonesia,2008,Zika,Cardiovascular,19.18,1.97,0.22,0-18,Other,704180,72.65,1.25,5.02,Vaccination,44184.0,Yes,85.06,4818.0,4.74,66426.0,0.75,85.76
12200,Nigeria,2000,Leprosy,Neurological,12.68,6.4,4.96,0-18,Other,467848,87.53,3.52,5.86,Medication,7035.0,Yes,67.72,4810.0,4.87,59448.0,0.69,48.53
12206,Turkey,2005,Ebola,Autoimmune,3.41,9.91,9.27,61+,Male,550353,52.44,3.93,7.32,Surgery,3485.0,Yes,53.5,4251.0,3.05,64783.0,0.74,58.84
12214,India,2006,HIV/AIDS,Bacterial,7.33,0.36,5.36,19-35,Other,687289,92.45,2.54,3.65,Medication,37269.0,Yes,86.0,2731.0,6.71,66899.0,0.61,50.57
12217,Germany,2004,Influenza,Cardiovascular,4.09,6.52,8.17,19-35,Female,161096,79.92,3.49,0.74,Vaccination,48720.0,Yes,61.43,4861.0,3.92,81878.0,0.6,40.55
12223,South Africa,2020,Cholera,Viral,10.54,13.63,7.77,19-35,Female,88037,86.83,1.86,6.97,Medication,49097.0,Yes,73.26,3923.0,8.88,34856.0,0.78,51.5
12229,South Africa,2023,Zika,Neurological,11.26,14.26,9.16,0-18,Other,274833,93.57,2.38,1.66,Vaccination,31707.0,No,82.24,4400.0,9.02,21680.0,0.62,74.13
12232,Argentina,2008,Dengue,Parasitic,8.86,6.49,3.3,61+,Other,984179,73.16,3.52,5.58,Therapy,34232.0,Yes,79.17,966.0,7.64,25325.0,0.89,50.94
12252,South Africa,2009,HIV/AIDS,Autoimmune,14.07,6.63,3.43,19-35,Other,705885,81.93,3.59,4.95,Vaccination,9574.0,Yes,94.43,4890.0,8.22,89619.0,0.82,25.5
12255,South Africa,2000,Dengue,Genetic,12.29,7.16,9.38,0-18,Female,8371,53.77,4.24,1.4,Surgery,3883.0,No,76.51,2559.0,9.22,95696.0,0.48,37.46
12262,China,2001,Parkinson's Disease,Autoimmune,11.73,14.03,9.09,0-18,Other,402746,89.25,3.61,0.8,Vaccination,7229.0,Yes,81.78,383.0,6.44,19433.0,0.58,42.1
12268,South Africa,2003,Measles,Metabolic,8.31,2.62,9.92,19-35,Male,460905,61.35,3.67,2.03,Vaccination,16113.0,Yes,85.33,1352.0,7.15,42703.0,0.85,86.7
12272,Nigeria,2013,Malaria,Neurological,12.27,2.85,1.79,61+,Female,833008,84.33,2.09,6.74,Surgery,3070.0,No,71.82,133.0,2.21,70744.0,0.57,78.79
12274,Argentina,2015,Ebola,Parasitic,17.4,11.73,7.07,36-60,Female,764496,93.51,3.38,1.59,Therapy,36185.0,No,88.0,4705.0,9.98,23193.0,0.68,29.8
12276,Turkey,2004,HIV/AIDS,Bacterial,18.43,4.24,2.42,36-60,Other,849768,55.06,4.33,7.48,Vaccination,11206.0,Yes,88.61,3704.0,8.56,99867.0,0.83,33.68
12279,China,2014,Leprosy,Parasitic,15.19,3.11,4.83,0-18,Female,265371,61.29,2.59,3.3,Vaccination,34278.0,No,89.99,2911.0,5.88,99329.0,0.86,56.49
12282,Nigeria,2013,Leprosy,Metabolic,15.16,4.44,4.29,36-60,Other,996110,89.95,2.99,8.52,Vaccination,49557.0,Yes,96.33,9.0,8.14,8275.0,0.42,33.34
12290,India,2020,Alzheimer's Disease,Metabolic,15.77,11.15,4.12,36-60,Other,198051,90.68,4.52,2.98,Therapy,49309.0,No,64.59,2971.0,1.6,85453.0,0.81,56.63
12291,Mexico,2011,Leprosy,Bacterial,8.43,14.2,8.35,36-60,Female,965410,74.71,1.33,6.31,Vaccination,23437.0,Yes,55.02,3468.0,0.27,51218.0,0.84,63.85
12293,Italy,2012,COVID-19,Parasitic,16.08,5.39,3.87,19-35,Female,911456,61.88,0.94,7.76,Medication,40537.0,Yes,85.95,3920.0,2.77,78414.0,0.87,24.59
12299,South Africa,2003,Cancer,Chronic,2.56,9.58,0.17,36-60,Female,986398,93.51,4.22,8.75,Therapy,39715.0,Yes,87.78,1513.0,2.47,88142.0,0.71,36.81
12303,Brazil,2019,COVID-19,Autoimmune,5.35,12.62,5.42,19-35,Other,229458,80.5,3.93,7.41,Therapy,33126.0,No,79.89,4777.0,2.54,2172.0,0.54,43.85
12305,Turkey,2014,Ebola,Parasitic,12.46,10.52,9.17,61+,Male,71182,60.65,2.77,2.22,Medication,15832.0,Yes,90.33,4017.0,8.48,37948.0,0.4,47.51
12309,Italy,2023,Polio,Autoimmune,8.27,4.82,5.76,0-18,Female,359208,82.0,4.47,2.5,Vaccination,39196.0,No,75.24,3551.0,3.4,55008.0,0.82,23.25
12310,Saudi Arabia,2011,Dengue,Genetic,6.92,8.48,1.07,0-18,Male,918508,59.63,1.01,9.9,Surgery,47320.0,No,72.55,4551.0,1.88,82029.0,0.77,83.72
12312,Nigeria,2006,Alzheimer's Disease,Genetic,19.16,12.17,5.49,19-35,Other,877246,67.96,3.33,4.21,Vaccination,13327.0,Yes,79.04,837.0,8.71,21528.0,0.75,47.59
12315,USA,2020,Influenza,Infectious,7.87,8.4,5.88,0-18,Other,80931,99.29,0.96,6.65,Therapy,29149.0,Yes,92.75,2246.0,8.26,42004.0,0.59,58.73
12333,Mexico,2000,Hypertension,Chronic,15.37,12.97,2.77,0-18,Other,468725,68.8,2.1,1.1,Surgery,3509.0,Yes,66.66,1795.0,9.38,47313.0,0.6,33.1
12341,Saudi Arabia,2012,COVID-19,Bacterial,9.86,5.74,7.11,61+,Other,617207,74.65,4.93,1.71,Therapy,34911.0,No,54.91,4726.0,2.77,75039.0,0.6,61.0
12342,Nigeria,2000,Hepatitis,Cardiovascular,2.58,14.32,1.8,19-35,Other,137874,68.82,3.46,3.2,Therapy,41500.0,No,94.26,4749.0,2.9,79701.0,0.72,51.24
12352,South Africa,2010,Leprosy,Bacterial,4.18,9.24,3.92,36-60,Female,448502,88.1,1.77,3.27,Vaccination,33414.0,Yes,77.08,3925.0,8.22,96938.0,0.82,56.09
12358,Russia,2000,Rabies,Cardiovascular,4.5,13.6,8.56,0-18,Other,16152,77.96,3.97,2.16,Therapy,33516.0,No,91.78,4660.0,0.84,41475.0,0.55,42.31
12363,Japan,2016,Tuberculosis,Chronic,5.24,3.94,1.39,61+,Female,669196,75.36,2.05,4.85,Vaccination,28785.0,No,51.31,2883.0,4.42,44478.0,0.54,83.68
12364,UK,2019,Rabies,Neurological,11.37,2.81,9.85,36-60,Other,923801,59.47,0.57,5.81,Therapy,20379.0,No,61.81,3509.0,0.38,43097.0,0.89,26.14
12365,Japan,2007,Tuberculosis,Bacterial,8.57,13.43,7.6,61+,Other,347665,86.33,1.04,2.05,Surgery,29820.0,Yes,66.75,3950.0,5.77,30519.0,0.52,62.14
12371,Canada,2005,Measles,Genetic,16.02,3.04,5.81,36-60,Other,943645,78.54,4.56,4.21,Surgery,32389.0,Yes,97.27,807.0,5.52,48260.0,0.48,72.08
12379,Germany,2013,Leprosy,Neurological,16.65,0.7,7.12,36-60,Male,517565,73.23,3.58,4.73,Therapy,22620.0,No,74.94,2648.0,5.82,37502.0,0.58,40.44
12386,Indonesia,2010,Malaria,Neurological,8.98,4.64,7.36,61+,Other,483780,95.34,2.11,2.85,Medication,556.0,Yes,65.7,3586.0,7.4,85634.0,0.71,34.17
12399,Turkey,2012,Hypertension,Genetic,14.5,9.49,1.71,61+,Other,40008,82.55,1.23,1.86,Medication,12107.0,Yes,89.88,2796.0,7.74,42932.0,0.49,24.71
12411,South Africa,2024,Asthma,Bacterial,15.98,5.75,9.61,61+,Female,55207,96.49,2.65,2.04,Therapy,11848.0,Yes,84.1,2797.0,3.29,6244.0,0.47,80.54
12420,Nigeria,2015,Dengue,Chronic,17.08,12.2,7.49,61+,Other,774091,64.62,1.84,7.14,Medication,44934.0,No,61.5,1637.0,5.92,88625.0,0.43,83.92
12425,Australia,2024,Rabies,Bacterial,10.44,14.57,3.64,19-35,Female,659618,57.57,0.8,2.08,Medication,10025.0,Yes,93.17,4057.0,9.02,64458.0,0.82,40.05
12438,China,2011,Hepatitis,Viral,12.61,11.29,3.6,0-18,Other,601137,50.8,3.89,3.97,Therapy,16229.0,No,72.18,1992.0,1.79,82985.0,0.72,21.14
12448,France,2006,Diabetes,Metabolic,7.19,7.18,3.56,19-35,Female,66376,94.28,3.13,4.22,Medication,45941.0,No,62.96,3146.0,8.2,11445.0,0.62,79.77
12449,Canada,2014,COVID-19,Chronic,12.24,10.23,7.42,19-35,Female,381588,67.49,2.87,9.24,Therapy,36641.0,No,60.27,4502.0,2.22,42612.0,0.89,67.24
12450,Brazil,2013,Ebola,Cardiovascular,5.49,8.73,9.86,0-18,Female,243849,61.72,3.04,1.57,Surgery,47420.0,No,76.79,1439.0,6.04,2985.0,0.86,28.86
12452,Russia,2021,Zika,Genetic,3.31,4.32,0.85,19-35,Female,579920,84.26,1.88,2.96,Medication,20321.0,Yes,51.99,3932.0,9.84,26818.0,0.59,69.54
12455,Nigeria,2014,Dengue,Cardiovascular,6.6,9.07,7.35,19-35,Other,365937,86.37,1.45,4.65,Vaccination,33613.0,Yes,70.44,2877.0,5.01,27708.0,0.66,41.88
12461,Japan,2004,Asthma,Neurological,8.99,0.23,8.85,61+,Female,870884,53.98,2.28,4.49,Medication,3019.0,No,60.95,940.0,0.8,87185.0,0.52,48.92
12477,China,2006,Dengue,Parasitic,17.74,1.09,3.61,0-18,Other,798323,99.08,1.91,4.23,Surgery,16535.0,No,62.21,1064.0,3.21,73119.0,0.66,73.74
12479,India,2002,Polio,Chronic,8.88,12.16,6.47,61+,Other,224236,77.71,4.29,4.43,Therapy,39667.0,No,90.49,36.0,1.94,38615.0,0.81,22.51
12481,France,2015,Zika,Viral,2.06,5.04,6.86,0-18,Female,115050,57.12,4.17,8.03,Therapy,4758.0,Yes,69.47,2161.0,7.82,76220.0,0.57,66.52
12487,Germany,2014,Polio,Chronic,1.36,4.7,9.59,61+,Female,271492,80.49,2.6,5.16,Vaccination,12767.0,No,54.49,4494.0,3.27,83695.0,0.79,33.85
12489,Saudi Arabia,2023,Diabetes,Respiratory,6.64,10.02,6.4,0-18,Male,898070,55.64,3.9,6.14,Vaccination,47329.0,Yes,61.31,4600.0,5.89,41381.0,0.77,82.61
12494,Canada,2021,Cancer,Infectious,10.92,13.57,8.88,0-18,Male,657282,83.09,3.35,4.71,Therapy,42980.0,Yes,57.86,3067.0,5.72,8054.0,0.7,50.96
12495,Russia,2020,Dengue,Metabolic,14.22,6.47,3.27,36-60,Other,137878,77.29,1.68,4.75,Medication,25501.0,Yes,87.3,3012.0,2.31,66283.0,0.79,69.79
12497,UK,2017,HIV/AIDS,Bacterial,6.91,8.69,7.94,61+,Other,560643,58.36,2.56,3.72,Therapy,28412.0,No,96.66,987.0,2.49,35854.0,0.79,63.81
12501,Indonesia,2022,Hypertension,Neurological,10.35,5.25,9.19,61+,Male,844110,94.61,4.98,8.0,Therapy,43873.0,No,85.48,1766.0,4.47,15801.0,0.58,27.75
12506,Saudi Arabia,2007,Polio,Infectious,19.62,2.65,2.24,0-18,Female,797226,55.15,4.56,2.78,Medication,44564.0,Yes,51.49,4253.0,7.11,51612.0,0.6,44.43
12513,UK,2011,Diabetes,Chronic,13.77,14.37,9.72,0-18,Other,159298,67.99,2.27,7.9,Surgery,25669.0,No,65.2,1033.0,0.46,50630.0,0.57,63.26
12523,South Korea,2020,Hepatitis,Metabolic,10.62,0.78,6.77,19-35,Female,885871,83.3,0.61,1.69,Medication,23044.0,No,78.24,2860.0,9.4,82013.0,0.6,48.29
12524,Japan,2015,Cholera,Metabolic,15.3,6.32,5.5,19-35,Male,989651,85.95,2.77,6.76,Medication,36876.0,Yes,86.83,4567.0,2.14,70272.0,0.67,32.98
12530,UK,2013,Measles,Respiratory,7.79,5.82,2.28,61+,Female,640700,57.19,1.52,5.2,Medication,39704.0,Yes,74.93,3803.0,1.76,2220.0,0.47,60.99
12540,Indonesia,2015,Hepatitis,Respiratory,7.45,1.84,5.06,36-60,Male,877777,96.86,1.82,2.18,Vaccination,41258.0,Yes,75.56,4680.0,7.55,11863.0,0.72,70.69
12550,Saudi Arabia,2002,Tuberculosis,Parasitic,6.19,4.82,7.51,0-18,Other,166845,95.19,2.6,7.59,Surgery,30648.0,No,95.99,1007.0,2.27,9699.0,0.83,58.16
12564,Saudi Arabia,2022,Influenza,Metabolic,8.51,1.81,5.16,0-18,Male,757883,64.1,1.54,4.58,Vaccination,27835.0,Yes,83.44,1246.0,2.74,37409.0,0.62,65.44
12565,Italy,2020,Measles,Cardiovascular,17.98,5.16,4.08,19-35,Other,138125,90.15,4.91,2.47,Therapy,1769.0,Yes,82.87,2771.0,5.27,43884.0,0.86,86.93
12567,Japan,2022,Tuberculosis,Bacterial,13.41,2.84,4.0,61+,Other,250577,51.09,2.29,5.72,Surgery,49172.0,Yes,96.06,3078.0,8.52,14694.0,0.79,24.56
12574,France,2010,Hypertension,Cardiovascular,6.12,0.61,5.42,0-18,Male,858942,62.44,1.06,0.55,Surgery,23882.0,Yes,97.89,4804.0,8.56,8521.0,0.76,23.66
12580,Nigeria,2022,Cancer,Parasitic,6.71,3.54,1.27,0-18,Female,328838,66.61,1.64,2.55,Surgery,15380.0,Yes,82.39,3865.0,8.32,70734.0,0.49,39.04
12589,UK,2021,Parkinson's Disease,Bacterial,6.55,1.26,9.81,61+,Male,472222,74.7,2.57,4.13,Vaccination,38135.0,No,82.25,373.0,0.87,38932.0,0.64,70.43
12594,Brazil,2015,Rabies,Chronic,9.63,9.5,4.71,19-35,Other,505189,63.03,3.18,6.71,Vaccination,32899.0,No,54.01,400.0,8.09,77955.0,0.46,62.87
12607,Nigeria,2008,Ebola,Autoimmune,11.15,13.0,1.46,19-35,Female,778351,84.41,1.12,2.57,Therapy,26250.0,Yes,86.95,1204.0,0.43,45404.0,0.53,32.55
12609,Brazil,2023,Tuberculosis,Autoimmune,4.04,0.99,7.02,0-18,Female,763717,86.0,1.03,4.63,Surgery,32124.0,Yes,65.79,4880.0,1.3,44886.0,0.41,54.4
12612,UK,2006,Alzheimer's Disease,Genetic,18.56,4.23,1.21,19-35,Other,177121,53.14,0.61,9.81,Surgery,11694.0,Yes,81.75,2834.0,4.17,27562.0,0.57,39.25
12615,Brazil,2005,Rabies,Viral,18.73,4.46,9.29,61+,Other,988100,65.12,3.98,3.14,Vaccination,1396.0,Yes,92.28,892.0,2.75,17675.0,0.83,43.07
12617,France,2003,Diabetes,Respiratory,13.51,14.55,1.69,19-35,Other,658110,66.45,2.66,1.4,Medication,28011.0,No,93.5,3572.0,8.25,31988.0,0.59,79.64
12624,Russia,2012,Asthma,Viral,15.06,11.96,4.31,36-60,Male,881550,58.29,4.15,9.1,Therapy,47757.0,Yes,78.51,363.0,0.93,38645.0,0.51,46.61
12638,Nigeria,2019,Cholera,Genetic,17.55,7.33,1.78,19-35,Other,390434,93.97,1.87,1.5,Therapy,14151.0,No,59.3,3765.0,6.02,77324.0,0.44,76.32
12639,Saudi Arabia,2013,Parkinson's Disease,Parasitic,12.9,8.04,3.47,0-18,Other,661623,76.79,2.62,4.98,Therapy,14821.0,No,81.41,1539.0,2.7,49400.0,0.52,65.18
12649,Indonesia,2002,Cholera,Parasitic,4.44,8.0,0.94,19-35,Male,94687,82.99,1.13,5.91,Vaccination,45715.0,Yes,68.58,4158.0,5.29,44118.0,0.8,56.67
12650,China,2024,Malaria,Chronic,15.04,11.96,5.58,61+,Female,519752,76.45,2.38,4.41,Surgery,21378.0,No,62.9,3961.0,4.37,80699.0,0.62,88.04
12659,Australia,2016,Hypertension,Metabolic,7.12,11.42,10.0,61+,Female,573807,74.68,3.44,5.17,Therapy,27061.0,No,61.34,1983.0,4.07,62744.0,0.72,45.56
12660,Saudi Arabia,2019,Rabies,Genetic,15.61,13.74,7.75,0-18,Male,562026,87.65,2.62,2.57,Medication,41965.0,Yes,62.09,2916.0,7.56,42636.0,0.59,63.67
12662,Nigeria,2017,Dengue,Bacterial,10.5,1.08,3.75,36-60,Other,243677,77.58,0.7,4.2,Surgery,10938.0,Yes,74.38,4335.0,3.22,62665.0,0.76,49.65
